mem size init: gart size :1fdff000 vram size: s:40000000 visible:f8ca000
mem size init: gart size :509Mbytes vram size: s:1024Mbytes visible:248Mbytes
00010001	00040007	00040044	000001e8
00010000	00040007	00050045	000001ec
00010001	00040007	00060046	00000240
00010000	00040007	00070047	00000244
00010001	00040007	00080048	00000298
00010000	00040007	00090049	0000029c
00010001	00040007	000a004a	000002f0
00010000	00040007	000b004b	000002f4
00010001	00040007	000c004c	00000348
00010000	00040007	000d004d	0000034c
00010001	00040007	000e004e	000003a0
00010000	00040007	000f004f	000003a4
01010000	00000007	00000050	000002c0
01010001	00000007	00010051	000002c4
01010000	00000007	00020052	00000318
01010001	00000007	00030053	0000031c
01010000	00000007	00040054	00000370
01010001	00000007	00050055	00000374
01010000	00000007	00060056	000003c8
01010001	00000007	00070057	000003cc
01010000	00000007	00080058	00000478
01010000	00000007	00090059	00000420
01010001	00000007	000a005a	00000424
01010001	00000007	000b005b	0000047c
01010000	00000007	000c005c	000004d0
01010001	00000007	000d005d	000004d4
01010000	00000007	000e005e	00000528
01010001	00000007	000f005f	0000052c
02010000	00010006	00000060	000002d1
02010001	00010006	00010061	000002d5
02010000	00010006	00020062	00000329
02010001	00010006	00030063	0000032d
02010000	00010006	00040064	00000381
02010001	00010006	00050065	00000385
02010000	00010006	00060066	000003d9
02010001	00010006	00070067	000003dd
02010000	00010006	00080068	00000431
02010001	00010006	00090069	00000435
02010000	00010006	000a006a	00000489
02010001	00010006	000b006b	0000048d
02010000	00010006	000c006c	000004e1
02010001	00010006	000d006d	000004e5
02010000	00010006	000e006e	00000539
02010001	00010006	000f006f	0000053d
03010000	00020000	00000070	0000036a
03010001	00020000	00010071	00000376
03010000	00020000	00020072	000003c2
03010001	00020000	00030073	000003ce
03010000	00020000	00040074	0000041a
03010001	00020000	00050075	00000426
03010000	00020000	00060076	00000472
03010001	00020000	00070077	0000047e
03010000	00020000	00080078	000004ca
03010001	00020000	00090079	000004d6
03010000	00020000	000a007a	00000522
03010001	00020000	000b007b	0000052e
03010001	00020000	000c007c	00000586
03010000	00020000	000d007d	000005d2
03010001	00020000	000e007e	000005de
03010000	00020000	000f007f	0000057a
00020000	00030000	00000000	000003eb
00020001	00030000	00010001	000003f7
00020000	00030000	00020002	00000443
00020001	00030000	00030003	0000044f
00020000	00030000	00040004	0000049b
00020001	00030000	00050005	000004a7
00020000	00030000	00060006	000004f3
00020001	00030000	00070007	000004ff
00020000	00030000	00080008	0000054b
00020001	00030000	00090009	00000557
00020000	00030000	000a000a	000005a3
00020001	00030000	000b000b	000005af
00020001	00030000	000c000c	00000607
00020000	00030000	000d000d	00000653
00020001	00030000	000e000e	0000065f
00020000	00030000	000f000f	000005fb
01020000	00040000	00000010	0000046c
01020001	00040000	00010011	00000478
01020000	00040000	00020012	000004c4
01020001	00040000	00030013	000004d0
01020000	00040000	00040014	0000051c
01020001	00040000	00050015	00000528
01020000	00040000	00060016	00000574
01020001	00040000	00070017	00000580
01020000	00040000	00080018	000005cc
01020001	00040000	00090019	000005d8
01020000	00040000	000a001a	00000624
01020001	00040000	000b001b	00000630
01020001	00040000	000c001c	00000688
01020000	00040000	000d001d	000006d4
01020001	00040000	000e001e	000006e0
01020000	00040000	000f001f	0000067c
02020000	00000000	00000020	00000580
02020001	00000000	00010021	00000584
02020000	00000000	00020022	000005d8
02020001	00000000	00030023	000005dc
02020000	00000000	00040024	00000630
02020001	00000000	00050025	00000634
02020000	00000000	00060026	00000688
02020001	00000000	00070027	0000068c
02020000	00000000	00080028	000006e0
02020001	00000000	00090029	000006e4
02020000	00000000	000a002a	00000738
02020001	00000000	000b002b	0000073c
02020000	00000000	000c002c	00000790
02020001	00000000	000d002d	00000794
02020000	00000000	000e002e	000007e8
02020001	00000000	000f002f	000007ec
03020000	00010007	00000030	00000591
03020001	00010007	00010031	00000595
03020000	00010007	00020032	000005e9
03020001	00010007	00030033	000005ed
03020000	00010007	00040034	00000641
03020001	00010007	00050035	00000645
03020000	00010007	00060036	00000699
03020001	00010007	00070037	0000069d
03020000	00010007	00080038	000006f1
03020001	00010007	00090039	000006f5
03020000	00010007	000a003a	00000749
03020001	00010007	000b003b	0000074d
03020000	00010007	000c003c	000007a1
03020001	00010007	000d003d	000007a5
03020000	00010007	000e003e	000007f9
03020001	00010007	000f003f	000007fd
00030000	00020001	00000040	00000632
00030001	00020001	00010041	0000063e
00030000	00020001	00020042	0000068a
00030001	00020001	00030043	00000696
00030000	00020001	00040044	000006e2
00030001	00020001	00050045	000006ee
00030000	00020001	00060046	0000073a
00030001	00020001	00070047	00000746
00030000	00020001	00080048	00000792
00030001	00020001	00090049	0000079e
00030000	00020001	000a004a	000007ea
00030001	00020001	000b004b	000007f6
00030001	00020001	000c004c	0000084e
00030000	00020001	000d004d	0000089a
00030001	00020001	000e004e	000008a6
00030000	00020001	000f004f	00000842
01030000	00030001	00000050	000006b3
01030001	00030001	00010051	000006b7
01030000	00030001	00020052	0000070b
01030001	00030001	00030053	0000070f
01030000	00030001	00040054	00000763
01030001	00030001	00050055	00000767
01030000	00030001	00060056	000007bb
01030001	00030001	00070057	000007bf
01030000	00030001	00080058	00000813
01030001	00030001	00090059	00000817
01030000	00030001	000a005a	0000086b
01030001	00030001	000b005b	0000086f
01030001	00030001	000c005c	000008c7
01030000	00030001	000d005d	0000091b
01030001	00030001	000e005e	0000091f
01030000	00030001	000f005f	000008c3
02030000	00040001	00000060	00000734
02030001	00040001	00010061	00000738
02030000	00040001	00020062	0000078c
02030001	00040001	00030063	00000790
02030000	00040001	00040064	000007e4
02030001	00040001	00050065	000007e8
02030000	00040001	00060066	0000083c
02030001	00040001	00070067	00000840
02030000	00040001	00080068	00000894
02030001	00040001	00090069	00000898
02030000	00040001	000a006a	000008ec
02030001	00040001	000b006b	000008f0
02030001	00040001	000c006c	00000948
02030000	00040001	000d006d	0000099c
02030001	00040001	000e006e	000009a0
02030000	00040001	000f006f	00000944
03030000	00000001	00000070	00000840
03030001	00000001	00010071	00000844
03030000	00000001	00020072	00000898
03030001	00000001	00030073	0000089c
03030000	00000001	00040074	000008f0
03030001	00000001	00050075	000008f4
03030000	00000001	00060076	00000948
03030001	00000001	00070077	0000094c
03030000	00000001	00080078	000009a0
03030001	00000001	00090079	000009a4
03030000	00000001	000a007a	000009f8
03030001	00000001	000b007b	000009fc
03030000	00000001	000c007c	00000a50
03030001	00000001	000d007d	00000a54
03030000	00000001	000e007e	00000aa8
03030001	00000001	000f007f	00000aac
eaeaeaea	eaeaeaea	eaeaeaea	eaeaeaea
eaeaeaea	eaeaeaea	eaeaeaea	eaeaeaea
eaeaeaea	eaeaeaea	eaeaeaea	eaeaeaea
eaeaeaea	eaeaeaea	eaeaeaea	eaeaeaea
